epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.84374,2.7109,3.19568,2.71772,0.00333,1,0.05237,0.00915,2.6319,4.19108,2.1129,2e-05,2e-05,2e-05
2,3.44304,2.66585,3.20975,2.84797,0.00333,1,0.05237,0.01216,2.27639,4.01581,1.91054,4.02e-05,4.02e-05,4.02e-05
,,,,,,,,,,,,,,
